POS Txn,item
16120100160023000000,CANDY
16120100160023000000,NAVY PRIDE SOFTLINES
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,SPIRITS
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,WINE
16120100160023000000,PERSONAL CARE
16120100160023000000,PET SUPPLIES
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,TOBACCO
16120100160023000000,WINE
16120100160023000000,CANDY
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,HEALTH AIDS
16120100160023000000,BEAUTY CARE
16120100160023000000,VITAMINS & HLTH AIDS
16120100160023000000,HOUSEHOLD CLEANING
16120100160023000000,PET SUPPLIES
16120100160023000000,MENS FURNISHINGS
16120100160023000000,TABLETOP
16120100160023000000,GENERAL HOUSEWARES
16120100160023000000,HOME ORG/SOLUTIONS
16120100160023000000,BATH
16120100160023000000,BEDDING
16120100160023000000,SPIRITS
16120100160023000000,TOBACCO
16120100160023000000,BEVERAGES
16120100160023000000,SPIRITS
16120100160023000000,SPIRITS
16120100160023000000,HEALTH AIDS
16120100160023000000,BEAUTY CARE
16120100160023000000,PERSONAL CARE
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,GEN SPORTING GOODS
16120100160023000000,HEALTH AIDS
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEVERAGES
16120100160023000000,LAWN & GARDEN
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,BEVERAGES
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,MENS FURNISHINGS
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,SPIRITS
16120100160023000000,TOBACCO
16120100160023000000,HOUSEHOLD CLEANING
16120100160023000000,GENERAL HARDWARE
16120100160023000000,CANDY
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,SPIRITS
16120100160023000000,BEVERAGES
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,PERSONAL CARE
16120100160023000000,TOBACCO
16120100160023000000,GENERAL GROCERIES
16120100160023000000,TOBACCO
16120100160023000000,SPIRITS
16120100160023000000,CANDY
16120100160023000000,SPIRITS
16120100160023000000,HEALTH AIDS
16120100160023000000,BEAUTY CARE
16120100160023000000,AUTOMOTIVE
16120100160023000000,GLUES/TAPES/ACC
16120100160023000000,PET SUPPLIES
16120100160023000000,BEVERAGES
16120100160023000000,SEASONAL
16120100160023000000,PET SUPPLIES
16120100160023000000,BEVERAGES
16120100160023000000,GLUES/TAPES/ACC
16120100160023000000,PET SUPPLIES
16120100160023000000,HEALTH AIDS
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,HEALTH AIDS
16120100160023000000,PERSONAL CARE
16120100160023000000,FITNESS/EXERCISE
16120100160023000000,GENERAL GROCERIES
16120100160023000000,WINE
16120100160023000000,DIGITAL FITNESS
16120100160023000000,TOYS
16120100160023000000,CANDY
16120100160023000000,WINE
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,MENS ATHLETIC SHOES
16120100160023000000,HEALTH AIDS
16120100160023000000,BEAUTY CARE
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,SCHOOL/OFFIC SUPP
16120100160023000000,SEASONAL
16120100160023000000,THIRD PARTY GIFTCARD
16120100160023000000,CANDY
16120100160023000000,WINE
16120100160023000000,TOBACCO
16120100160023000000,SEASONAL
16120100160023000000,HEALTH AIDS
16120100160023000000,CANDY
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,HEALTH AIDS
16120100160023000000,BEAUTY CARE
16120100160023000000,BEVERAGES
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,TOBACCO
16120100160023000000,GEN SPORTING GOODS
16120100160023000000,HOUSEHOLD CLEANING
16120100160023000000,AMERICAN GREETINGS
16120100160023000000,TOYS
16120100160023000000,BEVERAGES
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,TOBACCO
16120100160023000000,BEVERAGES
16120100160023000000,WINE
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,SPIRITS
16120100160023000000,BEER
16120100160023000000,BEAUTY CARE
16120100160023000000,PET SUPPLIES
16120100160023000000,BEVERAGES
16120100160023000000,CANDY
16120100160023000000,LAWN & GARDEN
16120100160023000000,TOYS
16120100160023000000,BEER
16120100160023000000,INFANT APPAREL
16120100160023000000,WATCHES
16120100160023000000,GENERAL HOUSEWARES
16120100160023000000,BEER
16120100160023000000,GEN SPORTING GOODS
16120100160023000000,TOBACCO
16120100160023000000,GENERAL GROCERIES
16120100160023000000,CANDY
16120100160023000000,SPIRITS
16120100160023000000,PRESTIGE COSMETICS
16120100160023000000,BEAUTY CARE
16120100160023000000,SPORTS NUTRITION
16120100160023000000,SEASONAL
16120100160023000000,PET SUPPLIES
16120100160023000000,FITNESS/EXERCISE
16120100160023000000,FITNESS/EXERCISE
16120100160023000000,MISC CUSTOM SERVICES
16120100160023000000,TOBACCO
16120100160023000000,TOBACCO
16120100160023000000,GIRLS ACCESSORIES
16120100160023000000,TOYS
16120100160023000000,SPIRITS
16120100160023000000,WINE
16120100160023000000,BEER
16120100160023000000,SPIRITS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,CANDY
16120100160024000000,TOBACCO
16120100160024000000,WINE
16120100160024000000,TOBACCO
16120100160024000000,TOYS
16120100160024000000,SEASONAL
16120100160024000000,GENERAL GROCERIES
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,GENERAL GROCERIES
16120100160024000000,BEVERAGES
16120100160024000000,PET SUPPLIES
16120100160024000000,BEER
16120100160024000000,SPORTS NUTRITION
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,CANDY
16120100160024000000,SEASONAL
16120100160024000000,WINE
16120100160024000000,VENDING RETAIL
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,BEVERAGES
16120100160024000000,WINE
16120100160024000000,BEER
16120100160024000000,BEER
16120100160024000000,HEALTH AIDS
16120100160024000000,BEAUTY CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,FITNESS/EXERCISE
16120100160024000000,TABLETOP
16120100160024000000,GENERAL HOUSEWARES
16120100160024000000,WINE
16120100160024000000,BEER
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,SPIRITS
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEVERAGES
16120100160024000000,WINE
16120100160024000000,BEER
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,GENERAL GROCERIES
16120100160024000000,BEVERAGES
16120100160024000000,WINE
16120100160024000000,SPORTS NUTRITION
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,WINE
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,PET SUPPLIES
16120100160024000000,TOBACCO
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,MASS COSMETICS
16120100160024000000,HEALTH AIDS
16120100160024000000,BEAUTY CARE
16120100160024000000,PET SUPPLIES
16120100160024000000,WINE
16120100160024000000,SPIRITS
16120100160024000000,VALUE ZONE
16120100160024000000,WINE
16120100160024000000,BEER
16120100160024000000,MENS ACTIVEWEAR
16120100160024000000,BEDDING
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,SEASONAL GIFTS
16120100160024000000,TOBACCO
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,GENERAL GROCERIES
16120100160024000000,BEVERAGES
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,SPIRITS
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,HEALTH AIDS
16120100160024000000,VITAMINS & HLTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEER
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,CANDY
16120100160024000000,SMALL ELECTRICS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,PET SUPPLIES
16120100160024000000,DAYWEAR
16120100160024000000,HEALTH AIDS
16120100160024000000,SPORTS NUTRITION
16120100160024000000,BEAUTY RETAIL
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,MASS COSMETICS
16120100160024000000,PRESTIGE COSMETICS
16120100160024000000,HOME/BATH
16120100160024000000,BEAUTY CARE
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,LAWN & GARDEN
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,MISSY KAREN SCOTT
16120100160024000000,BEVERAGES
16120100160024000000,CANDY
16120100160024000000,BEER
16120100160024000000,PET SUPPLIES
16120100160024000000,MASS COSMETICS
16120100160024000000,BEAUTY CARE
16120100160024000000,BEVERAGES
16120100160024000000,CANDY
16120100160024000000,VITAMINS & HLTH AIDS
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,SPIRITS
16120100160024000000,DENIM COLLECTIONS
16120100160024000000,WOMENS ATHLTIC SHOES
16120100160024000000,MENS FURNISHINGS
16120100160024000000,YOUNG MENS
16120100160024000000,BEVERAGES
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,JUNIORS SURF
16120100160024000000,MODERATE DENIM
16120100160024000000,YOUNG MENS
16120100160024000000,GIRLS 7-16 CLOTHING
16120100160024000000,BEAUTY CARE
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,MISSY KAREN SCOTT
16120100160024000000,HANDBAGS
16120100160024000000,FASHION ACCESSORIES
16120100160024000000,MENS FURNISHINGS
16120100160024000000,MENS ACTIVEWEAR
16120100160024000000,MASS COSMETICS
16120100160024000000,SPORTS NUTRITION
16120100160024000000,SEASONAL
16120100160024000000,GENERAL HARDWARE
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,THIRD PARTY GIFTCARD
16120100160024000000,WINE
16120100160024000000,NAVY PRIDE HARDLINES
16120100160024000000,WATCHES
16120100160024000000,PERSONAL CARE
16120100160024000000,SPIRITS
16120100160024000000,TOYS
16120100160024000000,BEER
16120100160024000000,GENERAL GROCERIES
16120100160024000000,CANDY
16120100160024000000,CANDY
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,HEALTH AIDS
16120100160024000000,WINE
16120100160024000000,WINE
16120100160024000000,BEER
16120100160024000000,BEAUTY CARE
16120100160024000000,CANDY
16120100160024000000,GENERAL HARDWARE
16120100160024000000,PERSONAL CARE
16120100160024000000,TOYS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEER
16120100160024000000,PET SUPPLIES
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,MASS COSMETICS
16120100160024000000,PRESTIGE COSMETICS
16120100160024000000,TOYS
16120100160024000000,MENS FURNISHINGS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,TOBACCO
16120100160024000000,BEVERAGES
16120100160024000000,CANDY
16120100160024000000,BEER
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,WINE
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,VITAMINS & HLTH AIDS
16120100160024000000,TOBACCO
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,MENS FURNISHINGS
16120100160024000000,MENS SHOES
16120100160024000000,CANDY
16120100160024000000,MASS COSMETICS
16120100160024000000,SPIRITS
16120100160024000000,BEVERAGES
16120100160024000000,MENS SHOES
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEVERAGES
16120100160024000000,SPORTS NUTRITION
16120100160024000000,GENERAL HARDWARE
16120100160024000000,BEVERAGES
16120100160024000000,BEER
16120100160024000000,SEASONAL
16120100160024000000,SMALL ELECTRICS
16120100160024000000,TOBACCO
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,STATIONERY SUNDRIES
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160024000000,TOBACCO
16120100160024000000,PEGABLES
16120100160024000000,NEWBORN APPAREL
16120100160024000000,BABY CARE
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,GEN SPORTING GOODS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,PERISHABLES
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,TOBACCO
16120100160024000000,PET SUPPLIES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEVERAGES
16120100160024000000,PERISHABLES
16120100160024000000,SPIRITS
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,PET SUPPLIES
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,HEALTH AIDS
16120100160024000000,TOBACCO
16120100160024000000,SPORTS NUTRITION
16120100160024000000,BEER
16120100160024000000,BEER
16120100160024000000,SPIRITS
16120100160024000000,PC HDWR & OFFICE EQP
16120100160024000000,BEER
16120100160024000000,BEAUTY CARE
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,HOME/BATH
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEAUTY CARE
16120100160024000000,PERSONAL CARE
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,GIRLS 7-16 CLOTHING
16120100160024000000,SEASONAL
16120100160024000000,BEVERAGES
16120100160024000000,MENS ACCESSORIES
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,VITAMINS & HLTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,TEAM SPORTING GOODS
16120100160024000000,TOBACCO
16120100160024000000,SEASONAL GIFTS
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,TOBACCO
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,SPIRITS
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,HEALTH AIDS
16120100160024000000,CANDY
16120100160024000000,HEALTH AIDS
16120100160024000000,BEER
16120100160024000000,MASS COSMETICS
16120100160024000000,PERSONAL CARE
16120100160024000000,SPIRITS
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,PERSONAL CARE
16120100160024000000,MENS PRESTIGE FRAG
16120100160024000000,TOYS
16120100160024000000,BIKES
16120100160024000000,TELECOMMUNICATIONS
16120100160024000000,iPAD
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,BEER
16120100160024000000,BABY CARE
16120100160024000000,BEAUTY CARE
16120100160024000000,PERSONAL CARE
16120100160024000000,GENERAL GROCERIES
16120100160024000000,BEER
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOYS
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,SPIRITS
16120100160024000000,PET SUPPLIES
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,SPORTS NUTRITION
16120100160024000000,CANDY
16120100160024000000,TOBACCO
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,HEALTH AIDS
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,SPIRITS
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,TOBACCO
16120100160024000000,HEALTH AIDS
16120100160024000000,BEER
16120100160024000000,TOBACCO
16120100160024000000,SMALL ELECTRICS
16120100160024000000,PET SUPPLIES
16120100160024000000,TEAM SPORTING GOODS
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,SEASONAL GIFTS
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,BEER
16120100160024000000,SPORTS NUTRITION
16120100160024000000,SPIRITS
16120100160024000000,HEALTH AIDS
16120100160024000000,BEAUTY CARE
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,GENERAL GROCERIES
16120100160024000000,BEVERAGES
16120100160024000000,CANDY
16120100160024000000,SPIRITS
16120100160024000000,AMERICAN GREETINGS
16120100160024000000,PERSONAL CARE
16120100160024000000,PET SUPPLIES
16120100160024000000,TOBACCO
16120100160024000000,GENERAL HOUSEWARES
16120100160024000000,WINE
16120100160024000000,HEALTH AIDS
16120100160024000000,PERSONAL CARE
16120100160024000000,HOUSEHOLD CLEANING
16120100160024000000,BEVERAGES
16120100160024000000,SPIRITS
16120100160024000000,WINE
16120100160031000000,MENS FURNISHINGS
16120100160031000000,CANDY
16120100160031000000,JUNIOR BOTTOMS
16120100160031000000,DENIM COLLECTIONS
16120100160031000000,GEN SPORTING GOODS
16120100160031000000,MENS ACTIVEWEAR
16120100160031000000,PET SUPPLIES
16120100160031000000,TOBACCO
16120100160031000000,BATH
16120100160031000000,GENERAL GROCERIES
16120100160031000000,BATH
16120100160031000000,GENERAL GROCERIES
16120100160031000000,BEVERAGES
16120100160031000000,SUNGLASSES
16120100160031000000,PRESTIGE COSMETICS
16120100160031000000,HOME/BATH
16120100160031000000,GENERAL GROCERIES
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,SCHOOL/OFFIC SUPP
16120100160031000000,SPIRITS
16120100160031000000,TOBACCO
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,GENERAL GROCERIES
16120100160031000000,PAPYRUS
16120100160031000000,MASS COSMETICS
16120100160031000000,SPIRITS
16120100160031000000,WINE
16120100160031000000,MENS ACCESSORIES
16120100160031000000,SMALL ELECTRICS
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,THIRD PARTY GIFTCARD
16120100160031000000,BEVERAGES
16120100160031000000,BEER
16120100160031000000,TOBACCO
16120100160031000000,MENS OUTDOOR
16120100160031000000,PRESTIGE COSMETICS
16120100160031000000,PET SUPPLIES
16120100160031000000,HEALTH AIDS
16120100160031000000,PERSONAL CARE
16120100160031000000,BEER
16120100160031000000,WOMENS FTWR:DRS/CAS
16120100160031000000,SEASONAL GIFTS
16120100160031000000,LADIES ACTIVEWEAR
16120100160031000000,HOME/BATH
16120100160031000000,AUDIO ELECTRONICS
16120100160031000000,GENERAL HOUSEWARES
16120100160031000000,TELECOMMUNICATIONS
16120100160031000000,HEALTH AIDS
16120100160031000000,GEN SPORTING GOODS
16120100160031000000,BARBER RETAIL
16120100160031000000,AMERICAN GREETINGS
16120100160031000000,SEASONAL
16120100160031000000,CANDY
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,TODDLER GIRL APPAREL
16120100160031000000,SMALL ELECTRICS
16120100160031000000,BEDDING
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,THIRD PARTY GIFTCARD
16120100160031000000,TOBACCO
16120100160031000000,MENS OUTDOOR
16120100160031000000,NEWBORN APPAREL
16120100160031000000,TOYS
16120100160031000000,SEASONAL
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,MENS PRESTIGE FRAG
16120100160031000000,SLEEPWEAR/LOUNGEWEAR
16120100160031000000,GIRLS 7-16 CLOTHING
16120100160031000000,BOYS 8-20 CLOTHING
16120100160031000000,SPIRITS
16120100160031000000,TOBACCO
16120100160031000000,SCHOOL/OFFIC SUPP
16120100160031000000,WATCHES
16120100160031000000,SLEEPWEAR/LOUNGEWEAR
16120100160031000000,HOSIERY
16120100160031000000,SCHOOL/OFFIC SUPP
16120100160031000000,AMERICAN GREETINGS
16120100160031000000,BEAUTY CARE
16120100160031000000,HOME DECOR
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,CANDY
16120100160031000000,HEALTH AIDS
16120100160031000000,HEALTH AIDS
16120100160031000000,PERSONAL CARE
16120100160031000000,GEN SPORTING GOODS
16120100160031000000,TOBACCO
16120100160031000000,CANDY
16120100160031000000,SEASONAL GIFTS
16120100160031000000,TOBACCO
16120100160031000000,SCHOOL/OFFIC SUPP
16120100160031000000,GENERAL HOUSEWARES
16120100160031000000,MENS DENIM JEANS
16120100160031000000,MENS SHOES
16120100160031000000,MENS ATHLETIC SHOES
16120100160031000000,SEASONAL
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,MENS OUTERWEAR
16120100160031000000,MENS DENIM JEANS
16120100160031000000,MENS MODERN COLLECT
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,BEVERAGES
16120100160031000000,SPIRITS
16120100160031000000,BEER
16120100160031000000,TOBACCO
16120100160031000000,HOSIERY
16120100160031000000,VIDEO ELECTRONICS
16120100160031000000,SMALL ELECTRICS
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,TOBACCO
16120100160031000000,MENS DENIM JEANS
16120100160031000000,MENS OUTDOOR
16120100160031000000,GEN SPORTING GOODS
16120100160031000000,AMERICAN GREETINGS
16120100160031000000,MASS COSMETICS
16120100160031000000,BEAUTY CARE
16120100160031000000,GENERAL GROCERIES
16120100160031000000,BEVERAGES
16120100160031000000,CANDY
16120100160031000000,WINE
16120100160031000000,BEVERAGES
16120100160031000000,SPIRITS
16120100160031000000,WINE
16120100160031000000,BEER
16120100160031000000,CANDY
16120100160031000000,CANDY
16120100160031000000,JUNIOR TOPS
16120100160031000000,SMALL ELECTRICS
16120100160031000000,WOMENS FTWR:DRS/CAS
16120100160031000000,MNS TAILORED CLOTHNG
16120100160031000000,MENS CASUAL SLACKS
16120100160031000000,MENS DRESS SHIRTS
16120100160031000000,MENS ACCESSORIES
16120100160031000000,PRESTIGE COSMETICS
16120100160031000000,TOBACCO
16120100160031000000,BEVERAGES
16120100160031000000,SLEEPWEAR/LOUNGEWEAR
16120100160031000000,CHILDRENS FOOTWEAR
16120100160031000000,AMERICAN GREETINGS
16120100160031000000,HEALTH AIDS
16120100160031000000,WINE
16120100160031000000,STYLE & CO
16120100160031000000,PRESTIGE COSMETICS
16120100160031000000,HEALTH AIDS
16120100160031000000,PERSONAL CARE
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,TOBACCO
16120100160031000000,CLASSIC COLLECTIONS
16120100160031000000,MENS DENIM JEANS
16120100160031000000,PEGABLES
16120100160031000000,NEWBORN APPAREL
16120100160031000000,INFANT APPAREL
16120100160031000000,TODDLER BOY APPAREL
16120100160031000000,MENS FURNISHINGS
16120100160031000000,AMERICAN GREETINGS
16120100160031000000,PERSONAL CARE
16120100160031000000,SEASONAL GIFTS
16120100160031000000,THIRD PARTY GIFTCARD
16120100160031000000,GENERAL HOUSEWARES
16120100160031000000,FLOOR CARE
16120100160031000000,GEN SPORTING GOODS
16120100160031000000,MISSY TOPS
16120100160031000000,BEAUTY CARE
16120100160031000000,PERSONAL CARE
16120100160031000000,TOBACCO
16120100160031000000,TOBACCO
16120100160031000000,HOME/BATH
16120100160031000000,BEAUTY CARE
16120100160031000000,MENS FURNISHINGS
16120100160031000000,TRAD COLLECTIONS
16120100160031000000,TOBACCO
16120100160031000000,MENS ACCESSORIES
16120100160031000000,MENS FURNISHINGS
16120100160031000000,MASS COSMETICS
16120100160031000000,HOME ORG/SOLUTIONS
16120100160031000000,GLUES/TAPES/ACC
16120100160031000000,PET SUPPLIES
16120100160031000000,BATH
16120100160031000000,PERSONAL CARE
16120100160031000000,GENERAL GROCERIES
16120100160031000000,PERSONAL CARE
16120100160031000000,PERSONAL CARE
16120100160031000000,BEVERAGES
16120100160031000000,GIRLS ACCESSORIES
16120100160031000000,TEAM SPORTING GOODS
16120100160031000000,BEVERAGES
16120100160031000000,PERISHABLES
16120100160031000000,HEALTH AIDS
16120100160031000000,TOBACCO
16120100160031000000,TOBACCO
16120100160031000000,SLEEPWEAR/LOUNGEWEAR
16120100160031000000,BOYS ACCESSORIES
16120100160031000000,BOYS 8-20 CLOTHING
16120100160031000000,HEALTH AIDS
16120100160031000000,PERSONAL CARE
16120100160031000000,TOYS
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,BATTERIES
16120100160031000000,PET SUPPLIES
16120100160031000000,CANDY
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,HEALTH AIDS
16120100160031000000,BABY CARE
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,GENERAL HARDWARE
16120100160031000000,GENERAL GROCERIES
16120100160031000000,BEVERAGES
16120100160031000000,TOBACCO
16120100160031000000,BOYS ACCESSORIES
16120100160031000000,BOYS 8-20 CLOTHING
16120100160031000000,CANDY
16120100160031000000,SEASONAL
16120100160031000000,AUTOMOTIVE
16120100160031000000,GENERAL HARDWARE
16120100160031000000,PET SUPPLIES
16120100160031000000,TOBACCO
16120100160031000000,MISSY KAREN SCOTT
16120100160031000000,CLASSIC COLLECTIONS
16120100160031000000,SLEEPWEAR/LOUNGEWEAR
16120100160031000000,STATIONERY SUNDRIES
16120100160031000000,HEALTH AIDS
16120100160031000000,BEAUTY CARE
16120100160031000000,SMALL ELECTRICS
16120100160031000000,HOUSEHOLD CLEANING
16120100160031000000,LAWN & GARDEN
16120100160031000000,WINE
16120100160031000000,MENS DRESS SHIRTS
16120100160031000000,MENS ACCESSORIES
16120100160031000000,TOBACCO
16120100160031000000,BOOKS AND MAPS
