item,t_id
SEASONAL GIFTS,556
SPIRITS,556
SPIRITS,557
SPIRITS,558
TOBACCO,559
TOBACCO,560
HEALTH AIDS,561
PERSONAL CARE,561
SPIRITS,562
HEALTH AIDS,563
PERSONAL CARE,563
HOUSEHOLD CLEANING,563
HEALTH AIDS,564
CANDY,564
HEALTH AIDS,565
BEER,566
MASS COSMETICS,567
PERSONAL CARE,567
SPIRITS,568
SPIRITS,569
TOBACCO,570
PERSONAL CARE,571
MENS PRESTIGE FRAG,572
TOYS,572
BIKES,572
TELECOMMUNICATIONS,573
iPAD,573
SPIRITS,573
BEER,573
BEER,574
BABY CARE,575
BEAUTY CARE,575
PERSONAL CARE,575
GENERAL GROCERIES,575
BEER,575
BEVERAGES,576
SPIRITS,576
TOYS,577
SPIRITS,578
TOBACCO,578
SPIRITS,579
PET SUPPLIES,580
WINE,580
HEALTH AIDS,581
SPORTS NUTRITION,581
CANDY,581
TOBACCO,581
BEVERAGES,582
SPIRITS,582
HEALTH AIDS,583
HOUSEHOLD CLEANING,583
GENERAL GROCERIES,583
SPIRITS,583
BEVERAGES,584
SPIRITS,584
TOBACCO,584
HEALTH AIDS,585
BEER,585
TOBACCO,585
SMALL ELECTRICS,586
PET SUPPLIES,586
TEAM SPORTING GOODS,587
WINE,587
HEALTH AIDS,588
BEVERAGES,588
SPIRITS,589
CANDY,590
SPIRITS,590
SEASONAL GIFTS,591
CANDY,591
SPIRITS,592
BEER,592
SPORTS NUTRITION,593
SPIRITS,593
HEALTH AIDS,594
BEAUTY CARE,594
PERSONAL CARE,594
HOUSEHOLD CLEANING,594
GENERAL GROCERIES,594
BEVERAGES,594
CANDY,594
SPIRITS,594
AMERICAN GREETINGS,595
PERSONAL CARE,595
PET SUPPLIES,595
TOBACCO,595
GENERAL HOUSEWARES,596
WINE,596
HEALTH AIDS,597
PERSONAL CARE,597
HOUSEHOLD CLEANING,598
BEVERAGES,599
SPIRITS,599
WINE,599
MENS FURNISHINGS,600
CANDY,600
JUNIOR BOTTOMS,601
DENIM COLLECTIONS,601
GEN SPORTING GOODS,602
MENS ACTIVEWEAR,603
PET SUPPLIES,603
TOBACCO,603
BATH,604
GENERAL GROCERIES,604
BATH,605
GENERAL GROCERIES,605
BEVERAGES,605
SUNGLASSES,606
PRESTIGE COSMETICS,607
HOME/BATH,607
GENERAL GROCERIES,608
BEVERAGES,608
CANDY,608
SCHOOL/OFFIC SUPP,609
SPIRITS,610
TOBACCO,610
HOUSEHOLD CLEANING,611
GENERAL GROCERIES,611
PAPYRUS,612
MASS COSMETICS,612
SPIRITS,612
WINE,612
MENS ACCESSORIES,613
SMALL ELECTRICS,613
HOUSEHOLD CLEANING,614
THIRD PARTY GIFTCARD,615
BEVERAGES,615
BEER,615
TOBACCO,615
MENS OUTDOOR,616
PRESTIGE COSMETICS,617
PET SUPPLIES,617
HEALTH AIDS,618
PERSONAL CARE,618
BEER,618
WOMENS FTWR:DRS/CAS,619
SEASONAL GIFTS,619
LADIES ACTIVEWEAR,620
HOME/BATH,620
AUDIO ELECTRONICS,620
GENERAL HOUSEWARES,620
TELECOMMUNICATIONS,621
HEALTH AIDS,621
GEN SPORTING GOODS,621
BARBER RETAIL,622
AMERICAN GREETINGS,623
SEASONAL,623
CANDY,623
BEVERAGES,624
CANDY,624
TOBACCO,624
TODDLER GIRL APPAREL,625
SMALL ELECTRICS,625
BEDDING,625
CANDY,625
TOBACCO,625
THIRD PARTY GIFTCARD,626
TOBACCO,626
MENS OUTDOOR,627
NEWBORN APPAREL,627
TOYS,627
SEASONAL,627
BEVERAGES,628
CANDY,628
TOBACCO,628
MENS PRESTIGE FRAG,629
SLEEPWEAR/LOUNGEWEAR,630
GIRLS 7-16 CLOTHING,630
BOYS 8-20 CLOTHING,630
SPIRITS,631
TOBACCO,632
SCHOOL/OFFIC SUPP,633
WATCHES,634
SLEEPWEAR/LOUNGEWEAR,635
HOSIERY,635
SCHOOL/OFFIC SUPP,635
AMERICAN GREETINGS,635
BEAUTY CARE,635
HOME DECOR,635
CANDY,635
TOBACCO,635
CANDY,636
HEALTH AIDS,637
HEALTH AIDS,638
PERSONAL CARE,638
GEN SPORTING GOODS,638
TOBACCO,638
CANDY,639
SEASONAL GIFTS,640
TOBACCO,641
SCHOOL/OFFIC SUPP,642
GENERAL HOUSEWARES,642
MENS DENIM JEANS,643
MENS SHOES,643
MENS ATHLETIC SHOES,643
SEASONAL,644
BEVERAGES,644
CANDY,644
TOBACCO,645
MENS OUTERWEAR,646
MENS DENIM JEANS,646
MENS MODERN COLLECT,646
BEVERAGES,647
CANDY,647
BEVERAGES,648
SPIRITS,648
BEER,648
TOBACCO,648
HOSIERY,649
VIDEO ELECTRONICS,650
SMALL ELECTRICS,650
BEVERAGES,651
CANDY,652
TOBACCO,652
MENS DENIM JEANS,653
MENS OUTDOOR,653
GEN SPORTING GOODS,653
AMERICAN GREETINGS,654
MASS COSMETICS,654
BEAUTY CARE,654
GENERAL GROCERIES,654
BEVERAGES,654
CANDY,654
WINE,654
BEVERAGES,655
SPIRITS,656
WINE,656
BEER,656
CANDY,657
CANDY,658
JUNIOR TOPS,659
SMALL ELECTRICS,659
WOMENS FTWR:DRS/CAS,660
MNS TAILORED CLOTHNG,660
MENS CASUAL SLACKS,660
MENS DRESS SHIRTS,660
MENS ACCESSORIES,660
PRESTIGE COSMETICS,660
TOBACCO,661
BEVERAGES,662
SLEEPWEAR/LOUNGEWEAR,663
CHILDRENS FOOTWEAR,663
AMERICAN GREETINGS,664
HEALTH AIDS,664
WINE,664
STYLE & CO,665
PRESTIGE COSMETICS,665
HEALTH AIDS,665
PERSONAL CARE,665
HOUSEHOLD CLEANING,665
TOBACCO,666
CLASSIC COLLECTIONS,667
MENS DENIM JEANS,668
PEGABLES,669
NEWBORN APPAREL,669
INFANT APPAREL,670
TODDLER BOY APPAREL,670
MENS FURNISHINGS,671
AMERICAN GREETINGS,671
PERSONAL CARE,671
SEASONAL GIFTS,671
THIRD PARTY GIFTCARD,671
GENERAL HOUSEWARES,671
FLOOR CARE,671
GEN SPORTING GOODS,672
MISSY TOPS,673
BEAUTY CARE,674
PERSONAL CARE,675
TOBACCO,676
TOBACCO,677
HOME/BATH,678
BEAUTY CARE,678
MENS FURNISHINGS,679
TRAD COLLECTIONS,679
TOBACCO,679
MENS ACCESSORIES,680
MENS FURNISHINGS,680
MASS COSMETICS,680
HOME ORG/SOLUTIONS,680
GLUES/TAPES/ACC,680
PET SUPPLIES,680
BATH,680
PERSONAL CARE,681
GENERAL GROCERIES,681
PERSONAL CARE,682
PERSONAL CARE,683
BEVERAGES,683
GIRLS ACCESSORIES,684
TEAM SPORTING GOODS,684
BEVERAGES,685
PERISHABLES,685
HEALTH AIDS,686
TOBACCO,686
TOBACCO,687
SLEEPWEAR/LOUNGEWEAR,688
BOYS ACCESSORIES,688
BOYS 8-20 CLOTHING,688
HEALTH AIDS,688
PERSONAL CARE,688
TOYS,688
HOUSEHOLD CLEANING,688
BATTERIES,688
PET SUPPLIES,688
CANDY,688
HOUSEHOLD CLEANING,689
HEALTH AIDS,690
BABY CARE,690
HOUSEHOLD CLEANING,690
GENERAL HARDWARE,690
GENERAL GROCERIES,690
BEVERAGES,690
TOBACCO,690
BOYS ACCESSORIES,691
BOYS 8-20 CLOTHING,691
CANDY,692
SEASONAL,693
AUTOMOTIVE,693
GENERAL HARDWARE,693
PET SUPPLIES,693
TOBACCO,693
MISSY KAREN SCOTT,694
CLASSIC COLLECTIONS,694
SLEEPWEAR/LOUNGEWEAR,694
STATIONERY SUNDRIES,694
HEALTH AIDS,694
BEAUTY CARE,694
SMALL ELECTRICS,694
HOUSEHOLD CLEANING,694
LAWN & GARDEN,694
WINE,694
MENS DRESS SHIRTS,695
MENS ACCESSORIES,695
TOBACCO,696
BOOKS AND MAPS,697
BEVERAGES,697
CANDY,697
PRESTIGE COSMETICS,698
PERSONAL CARE,699
SEASONAL,699
BEAUTY CARE,700
GEN SPORTING GOODS,700
HOUSEHOLD CLEANING,700
BATTERIES,700
AMERICAN GREETINGS,701
THIRD PARTY GIFTCARD,702
WOMENS FTWR:DRS/CAS,703
TOBACCO,704
PERIODICALS/COMICS,705
WINE,705
TOBACCO,705
MENS ACCESSORIES,706
PERSONAL CARE,706
CANDY,706
WATCHES,707
VIDEO GAMES,708
BEVERAGES,708
CHILDRENS FOOTWEAR,709
BABY CARE,710
BEAUTY CARE,710
PERSONAL CARE,710
TOBACCO,710
HOME/BATH,711
TOBACCO,712
SPORTS NUTRITION,713
iPAD,713
CANDY,713
LDS OUTERWEAR/OUTDR,714
TOBACCO,715
BATTERIES,716
PET SUPPLIES,717
BEVERAGES,717
HOSIERY,718
MASS COSMETICS,718
HOME ORG/SOLUTIONS,719
HANDBAGS,720
BOYS 8-20 CLOTHING,721
SUNGLASSES,721
AMERICAN GREETINGS,722
SEASONAL,722
CANDY,722
PERSONAL CARE,723
BATTERIES,723
SPIRITS,723
HOSIERY,724
SMALL ELECTRICS,724
GENERAL HOUSEWARES,724
MENS ACCESSORIES,725
MENS FURNISHINGS,726
GENERAL HOUSEWARES,726
HEALTH AIDS,727
BEAUTY CARE,727
BATTERIES,727
TOBACCO,727
STYLE & CO,728
SLEEPWEAR/LOUNGEWEAR,728
HOSIERY,728
SMALL ELECTRICS,728
HOUSEHOLD CLEANING,728
SPIRITS,728
TOBACCO,728
SUNGLASSES,729
BEVERAGES,729
PERSONAL CARE,730
SEASONAL,730
SEASONAL GIFTS,730
PET SUPPLIES,730
CANDY,730
MENS FURNISHINGS,731
INFANT APPAREL,731
JUVENILLE FURNITURE,731
TELECOMMUNICATIONS,732
SUNGLASSES,732
SUNGLASSES,733
MENS FURNISHINGS,734
PERSONAL CARE,734
HOUSEHOLD CLEANING,734
SPIRITS,735
MENS DRESS SHIRTS,736
JUNIOR TOPS,737
BEAUTY CARE,737
PERSONAL CARE,737
HOUSEHOLD CLEANING,737
BEVERAGES,737
WINE,737
BEER,737
PRE-RECORDED A/V,738
TELEVISION,739
SCHOOL/OFFIC SUPP,740
NETWORKING,740
TOBACCO,741
PERSONAL CARE,742
TOBACCO,742
SPORTS NUTRITION,743
AUDIO ELECTRONICS,743
GENERAL HOUSEWARES,743
PET SUPPLIES,743
CANDY,743
SMALL ELECTRICS,744
WOMENS FTWR:DRS/CAS,745
JUNIOR TOPS,746
SMALL ELECTRICS,746
TOBACCO,746
TOBACCO,747
HOUSEHOLD CLEANING,748
BEVERAGES,748
TOBACCO,748
MENS DRESS SHIRTS,749
HEALTH AIDS,749
INFANT APPAREL,750
AMERICAN GREETINGS,750
SEASONAL GIFTS,750
GENERAL HOUSEWARES,750
CANDY,750
SPIRITS,750
HEALTH AIDS,751
HOUSEHOLD CLEANING,751
BATTERIES,751
BEVERAGES,751
CANDY,751
TOBACCO,751
TELECOMMUNICATIONS,752
TOBACCO,752
CHILDRENS FOOTWEAR,753
YOUNG MENS,754
MENS ATHLETIC SHOES,754
HOSIERY,755
GENERAL GROCERIES,755
CANDY,755
BEER,755
SCHOOL/OFFIC SUPP,756
MODERATE DENIM,757
AMERICAN GREETINGS,758
BATH,759
BABY CARE,760
BEVERAGES,760
CANDY,760
SPIRITS,761
PEGABLES,762
GIRLS 4-6X CLOTHING,762
CHILDRENS FOOTWEAR,762
PERSONAL CARE,763
TOYS,763
TOBACCO,763
YOUNG MENS,764
BEAUTY CARE,764
SEASONAL,764
HEALTH AIDS,765
MENS ACTIVEWEAR,766
PRESTIGE COSMETICS,766
HEALTH AIDS,767
PERSONAL CARE,767
CANDY,767
STATIONERY SUNDRIES,768
HEALTH AIDS,768
PET SUPPLIES,768
BEVERAGES,768
CANDY,768
WINE,768
BEAUTY CARE,769
FLORAL RETAIL,770
PEGABLES,770
SCHOOL/OFFIC SUPP,770
STATIONERY SUNDRIES,770
AMERICAN GREETINGS,770
HEALTH AIDS,770
BABY CARE,770
BEAUTY CARE,770
SEASONAL,770
HOUSEHOLD CLEANING,770
BEVERAGES,771
WAREHOUSED EXPENSES,772
MENS FURNISHINGS,772
BEVERAGES,772
BEVERAGES,773
MENS ACCESSORIES,774
BABY CARE,774
BEAUTY CARE,774
PERSONAL CARE,774
PEGABLES,775
FASHION ACCESSORIES,776
AMERICAN GREETINGS,776
PERIODICALS/COMICS,776
MASS COSMETICS,776
HEALTH AIDS,776
BEAUTY CARE,776
GENERAL GROCERIES,776
BEVERAGES,776
PERISHABLES,776
CANDY,776
CANDY,777
MENS ACCESSORIES,778
CANDY,778
MASS COSMETICS,779
HEALTH AIDS,779
PERSONAL CARE,779
CANDY,779
WINE,779
LADIES ACTIVEWEAR,780
NEWBORN APPAREL,780
SCHOOL/OFFIC SUPP,781
HEALTH AIDS,781
GLUES/TAPES/ACC,781
NEWBORN APPAREL,782
GIRLS ACCESSORIES,782
CANDY,783
TOBACCO,783
TOBACCO,784
BABY CARE,785
GEN SPORTING GOODS,785
GENERAL GROCERIES,785
BEVERAGES,785
CANDY,785
TOBACCO,785
BEVERAGES,786
SOUVENIR,787
SCHOOL/OFFIC SUPP,788
GLUES/TAPES/ACC,788
CANDY,789
NEWBORN APPAREL,790
BABY CARE,790
TOBACCO,791
CHILDRENS FOOTWEAR,792
TRAD COLLECTIONS,793
CANDY,794
SPIRITS,794
WINE,794
TOBACCO,794
PRESTIGE COSMETICS,795
AUDIO ELECTRONICS,796
BEVERAGES,797
TOBACCO,797
GENERAL GROCERIES,798
BEVERAGES,798
PETITE SEPARATES,799
DENIM COLLECTIONS,799
STATIONERY SUNDRIES,799
AMERICAN GREETINGS,799
CANDY,799
WINE,799
PRESTIGE COSMETICS,800
FASHION ACCESSORIES,801
SPIRITS,801
MISSY TOPS,802
MISSY BOTTOMS,802
WOMENS SEPARATES,802
TOBACCO,803
HANDBAGS,804
BABY CARE,804
MISSY TOPS,805
MENS OUTDOOR,805
TOYS,805
CANDY,806
TOBACCO,806
BARBER RETAIL,807
MENS ACCESSORIES,807
TELEVISION,807
GENERAL GROCERIES,808
CANDY,808
TOBACCO,808
AMERICAN GREETINGS,809
PRESTIGE COSMETICS,809
TOBACCO,810
JUNIORS SURF,811
JUNIOR TOPS,811
HEALTH AIDS,811
PERSONAL CARE,811
GENERAL GROCERIES,811
CANDY,811
SUNGLASSES,812
SCHOOL/OFFIC SUPP,813
LDS OUTERWEAR/OUTDR,814
AUTOMOTIVE,814
BEVERAGES,815
NAVY PRIDE SOFTLINES,816
SUNGLASSES,816
WMNS PRESTIGE FRAG,817
MENS PRESTIGE FRAG,817
TRAD COLLECTIONS,818
CANDY,819
MENS SPORT SHIRTS,820
BATH,820
NAVY PRIDE SOFTLINES,821
BRIDGE JEWELRY,821
DIGITAL FITNESS,821
SPIRITS,821
TOBACCO,821
TOBACCO,822
TOBACCO,823
WMNS PRESTIGE FRAG,824
BEVERAGES,825
FASHION ACCESSORIES,826
MENS DRESS SHIRTS,827
TODDLER GIRL APPAREL,827
LDS OUTERWEAR/OUTDR,828
HANDBAGS,828
PRESTIGE COSMETICS,828
GENERAL HOUSEWARES,829
TABLE TOP & KITCHEN,829
CANDY,829
FASHION ACCESSORIES,830
TOBACCO,830
SCHOOL/OFFIC SUPP,831
CANDY,831
TOBACCO,832
HEALTH AIDS,833
SEASONAL,833
HOUSEHOLD CLEANING,833
VITAMINS & HLTH AIDS,834
FITNESS/EXERCISE,834
HOUSEHOLD CLEANING,834
PC HDWR & OFFICE EQP,835
JUNIOR TOPS,836
SOUVENIR,837
TODDLER GIRL APPAREL,837
HOME/BATH,837
TOYS,837
SMALL ELECTRICS,837
TABLETOP,837
GENERAL HOUSEWARES,837
TOBACCO,838
HOME/BATH,839
THIRD PARTY GIFTCARD,839
MASS COSMETICS,840
HEALTH AIDS,840
CANDY,841
BEAUTY CARE,842
PERSONAL CARE,842
BEVERAGES,842
HOSIERY,843
MENS FURNISHINGS,843
BEAUTY CARE,844
PERSONAL CARE,844
HEALTH AIDS,845
PERSONAL CARE,845
BEVERAGES,845
SPIRITS,845
BEVERAGES,846
HEALTH AIDS,847
PC HDWR & OFFICE EQP,847
PET SUPPLIES,847
WINE,847
GIRLS ACCESSORIES,848
TOBACCO,848
TELEVISION,849
DAYWEAR,850
HOSIERY,850
WMNS PRESTIGE FRAG,850
HOME/BATH,850
SEASONAL GIFTS,850
JUNIOR DRESSES,851
SPIRITS,852
TOBACCO,852
SEASONAL GIFTS,853
BEER,853
TOBACCO,853
GENERAL HARDWARE,854
BEVERAGES,854
CANDY,854
PC PERIPH/OFFICE ACC,855
MENS SHOES,856
CHILDRENS FOOTWEAR,856
BOYS ACCESSORIES,857
BOYS 8-20 CLOTHING,857
SLEEPWEAR/LOUNGEWEAR,858
MENS OUTDOOR,859
TRAD COLLECTIONS,859
NEWBORN APPAREL,859
BOYS 4-7 CLOTHING,859
SCHOOL/OFFIC SUPP,859
COSTUME JEWELRY,859
GENERAL HOUSEWARES,859
TOBACCO,860
GENERAL GROCERIES,861
BEVERAGES,861
TOBACCO,861
GENERAL HARDWARE,862
TABLE TOP & KITCHEN,862
BEAUTY RETAIL,863
HOSIERY,863
MENS ACCESSORIES,863
WATCHES,864
GLUES/TAPES/ACC,864
BEVERAGES,864
CANDY,864
TOBACCO,864
TOBACCO,865
DAYWEAR,866
WOMENS FTWR:DRS/CAS,866
SUNGLASSES,866
BRIDGE JEWELRY,867
MASS COSMETICS,867
PRESTIGE COSMETICS,867
BEAUTY CARE,867
HOUSEHOLD CLEANING,868
PC HDWR & OFFICE EQP,868
NETWORKING,868
BEVERAGES,868
MENS ACTIVEWEAR,869
BABY CARE,869
SEASONAL,869
AUDIO ELECTRONICS,869
BEDDING,869
SUNGLASSES,870
LIFE STYLE DENIM,871
SOUVENIR,872
AMERICAN GREETINGS,872
INFANT APPAREL,873
HEALTH AIDS,873
PRESTIGE COSMETICS,874
VIDEO GAMES,875
LADIES DRESSES,876
FASHION ACCESSORIES,876
YOUNG MENS,877
SPORTS NUTRITION,878
HOUSEHOLD CLEANING,878
TOBACCO,878
MENS OUTDOOR,879
DIGITAL FITNESS,879
TOBACCO,880
MENS ACTIVEWEAR,881
CANDY,881
WINE,881
NAVY PRIDE HARDLINES,882
TELECOMMUNICATIONS,882
MISSY TOPS,883
HOSIERY,883
FASHION ACCESSORIES,883
TOBACCO,883
TOBACCO,884
MENS ACTIVEWEAR,885
GEN SPORTING GOODS,886
AS SEEN ON TV,886
NAVY PRIDE SOFTLINES,887
LDS OUTERWEAR/OUTDR,888
MISSY KAREN SCOTT,888
HANDBAGS,888
PRESTIGE COSMETICS,888
MENS ACTIVEWEAR,889
HOME ORG/SOLUTIONS,889
MENS OUTDOOR,890
GENERAL GROCERIES,891
BIKES,892
HOUSEHOLD CLEANING,892
BEVERAGES,893
CANDY,893
MISSY KAREN SCOTT,894
INFANT APPAREL,894
TOYS,894
SEASONAL GIFTS,894
SPIRITS,894
MENS MODERN COLLECT,895
CHILDRENS FOOTWEAR,896
AMERICAN GREETINGS,896
BEAUTY CARE,896
SMALL ELECTRICS,897
HANDBAGS,898
SMALL ELECTRICS,899
GENERAL GROCERIES,899
JUNIOR BOTTOMS,900
DENIM COLLECTIONS,900
STYLE & CO,900
HOSIERY,900
WOMENS FTWR:DRS/CAS,900
COSTUME JEWELRY,900
SEASONAL,900
HOME DECOR,900
GENERAL HOUSEWARES,900
CANDY,900
SMALL ELECTRICS,901
GENERAL HOUSEWARES,901
TABLE TOP & KITCHEN,901
BEDDING,901
SMALL ELECTRICS,902
COOKWARE,902
CANDY,903
STATIONERY SUNDRIES,904
FITNESS/EXERCISE,904
TOYS,904
WINE,904
HEALTH AIDS,905
PERSONAL CARE,905
HOUSEHOLD CLEANING,905
JUVENILLE FURNITURE,906
NEWBORN APPAREL,907
INFANT APPAREL,907
AS SEEN ON TV,907
CANDY,907
SPIRITS,907
BEER,907
HOSIERY,908
GIRLS 4-6X CLOTHING,908
BOYS 4-7 CLOTHING,908
BOYS ACCESSORIES,908
BEAUTY CARE,909
BATH,909
SPIRITS,910
BABY CARE,911
BABY CARE,912
AMERICAN GREETINGS,913
PET SUPPLIES,913
WINE,913
FOUNDATIONS,914
NEWBORN APPAREL,914
TODDLER GIRL APPAREL,914
SEASONAL GIFTS,914
FLOOR CARE,914
SLEEPWEAR/LOUNGEWEAR,915
HOSIERY,915
HANDBAGS,915
NEWBORN APPAREL,915
TODDLER BOY APPAREL,915
GIRLS 4-6X CLOTHING,915
CANDY,915
PEGABLES,916
NEWBORN APPAREL,916
INFANT APPAREL,916
CANDY,916
WINE,916
MENS OUTDOOR,917
MENS ACTIVEWEAR,917
HOME/BATH,917
MENS ACCESSORIES,918
MENS FURNISHINGS,918
HEALTH AIDS,918
HEALTH AIDS,919
CANDY,920
HEALTH AIDS,921
HOUSEHOLD CLEANING,921
BATTERIES,921
WINE,921
AMERICAN GREETINGS,922
MASS COSMETICS,922
TABLE TOP & KITCHEN,922
CANDY,922
MENS SHOES,923
BEVERAGES,923
MENS ACTIVEWEAR,924
MENS SHOES,924
HEALTH AIDS,924
HOUSEHOLD CLEANING,924
GENERAL GROCERIES,924
CANDY,924
SHAPEWEAR,925
BEVERAGES,926
AMERICAN GREETINGS,927
WMNS PRESTIGE FRAG,927
PERSONAL CARE,928
CHILDRENS FOOTWEAR,929
UNSCANNED ITEMS,929
MENS ACTIVEWEAR,930
SMALL ELECTRICS,930
SOUVENIR,931
MENS FURNISHINGS,931
AMERICAN GREETINGS,931
MASS COSMETICS,931
HEALTH AIDS,931
LAWN & GARDEN,931
CANDY,931
NAVY PRIDE HARDLINES,932
CANDY,932
HOME DECOR,933
SOUVENIR,934
HEALTH AIDS,934
BEAUTY CARE,934
HOUSEHOLD CLEANING,934
UNSCANNED ITEMS,934
YOUNG MENS,935
HOUSEHOLD CLEANING,935
PERISHABLES,935
CANDY,935
SPIRITS,935
PRESTIGE COSMETICS,936
BEAUTY CARE,936
PERSONAL CARE,937
HANDBAGS,938
WINE,939
MENS OUTERWEAR,940
PERSONAL CARE,941
HOUSEHOLD CLEANING,941
BEVERAGES,941
SPIRITS,941
BEER,941
BOYS ACCESSORIES,942
HOME DECOR,942
HOUSEHOLD CLEANING,942
AS SEEN ON TV,942
SLEEPWEAR/LOUNGEWEAR,943
VIDEO GAMES,944
BATH,945
GIRLS 7-16 CLOTHING,946
BOYS ACCESSORIES,946
AMERICAN GREETINGS,946
BEAUTY CARE,946
PERSONAL CARE,946
THIRD PARTY GIFTCARD,946
TODDLER GIRL APPAREL,947
BABY CARE,947
HOUSEHOLD CLEANING,947
PET SUPPLIES,947
THIRD PARTY GIFTCARD,948
THIRD PARTY GIFTCARD,949
SEASONAL,950
CANDY,950
BEAUTY CARE,951
HOUSEHOLD CLEANING,951
PET SUPPLIES,951
BEER,951
HEALTH AIDS,952
HOUSEHOLD CLEANING,953
LADIES ACTIVEWEAR,954
MASS COSMETICS,955
GENERAL GROCERIES,956
CANDY,956
AMERICAN GREETINGS,957
SEASONAL,957
LADIES ACTIVEWEAR,958
MENS ACTIVEWEAR,958
SEASONAL,958
HOUSEHOLD CLEANING,958
BATTERIES,958
CANDY,958
JUNIOR TOPS,959
JUNIOR BOTTOMS,959
MENS ACCESSORIES,959
MENS FURNISHINGS,959
CANDY,959
AMERICAN GREETINGS,960
SEASONAL,960
SEASONAL GIFTS,960
TOBACCO,960
STYLE & CO,961
DAYWEAR,961
HOSIERY,961
FOUNDATIONS,962
MENS ACCESSORIES,963
HOSIERY,964
YOUNG MENS,965
MASS COSMETICS,965
HOME/BATH,965
BEAUTY CARE,965
HOUSEHOLD CLEANING,965
GENERAL GROCERIES,965
SPIRITS,965
GENERAL HOUSEWARES,966
CANDY,966
HEALTH AIDS,967
BEAUTY CARE,967
PERSONAL CARE,967
GENERAL GROCERIES,967
BEVERAGES,967
BEAUTY CARE,968
FITNESS/EXERCISE,968
SMALL ELECTRICS,969
HEALTH AIDS,970
SMART HOME,970
BEVERAGES,970
AMERICAN GREETINGS,971
CAMERAS & EQUIP,972
AUDIO ELECTRONICS,972
FITNESS/EXERCISE,973
TOBACCO,973
BEAUTY CARE,974
BEVERAGES,974
TOBACCO,974
AMERICAN GREETINGS,975
TOYS,975
CANDY,975
HOUSEHOLD CLEANING,976
BEVERAGES,976
GENERAL HOUSEWARES,977
MENS FURNISHINGS,978
YOUNG MENS,978
SCHOOL/OFFIC SUPP,979
LUGGAGE,979
SCHOOL/OFFIC SUPP,980
BOOKS AND MAPS,981
TOYS,981
SPIRITS,981
GENERAL GROCERIES,982
SPIRITS,983
MENS FURNISHINGS,984
HEALTH AIDS,985
BEAUTY CARE,985
HOUSEHOLD CLEANING,985
BEVERAGES,985
CANDY,985
AMERICAN GREETINGS,986
SEASONAL,986
BATTERIES,986
CANDY,986
HANDBAGS,987
LIFE STYLE DENIM,987
MASS COSMETICS,987
HEALTH AIDS,987
BEAUTY CARE,987
TOYS,987
HOUSEHOLD CLEANING,987
GENERAL HOUSEWARES,987
TABLE TOP & KITCHEN,987
BATH,987
CANDY,987
JUNIOR TOPS,988
FASHION ACCESSORIES,988
YOUNG MENS,988
PEGABLES,989
NEWBORN APPAREL,989
PRESTIGE COSMETICS,990
PERSONAL CARE,991
BEAUTY CARE,992
SEASONAL GIFTS,992
GENERAL HOUSEWARES,992
MENS ATHLETIC SHOES,993
CANDY,994
SPIRITS,994
WINE,994
SCHOOL/OFFIC SUPP,995
TEAM SPORTING GOODS,996
GENERAL HARDWARE,996
BEVERAGES,997
TOBACCO,997
MENS OUTDOOR,998
WMNS PRESTIGE FRAG,998
PRESTIGE COSMETICS,998
CANDY,998
MENS CASUAL SLACKS,999
MENS ACTIVEWEAR,999
MISSY KAREN SCOTT,1000
HANDBAGS,1000
SPORTS NUTRITION,1001
BEVERAGES,1001
PERISHABLES,1001
MISSY KAREN SCOTT,1002
PETITE SEPARATES,1002
LADIES ACTIVEWEAR,1002
MENS FURNISHINGS,1002
AMERICAN GREETINGS,1002
PRESTIGE COSMETICS,1002
MISSY BOTTOMS,1003
LUGGAGE,1004
PRESTIGE COSMETICS,1005
BEAUTY CARE,1005
CANDY,1005
MASS COSMETICS,1006
HEALTH AIDS,1006
BEAUTY CARE,1006
PERSONAL CARE,1006
SCHOOL/OFFIC SUPP,1007
LDS OUTERWEAR/OUTDR,1008
CAMERAS & EQUIP,1009
DIGITAL FITNESS,1009
SPIRITS,1009
TODDLER BOY APPAREL,1010
BOYS ACCESSORIES,1010
TOYS,1010
SPIRITS,1010
PERSONAL CARE,1011
VITAMINS & HLTH AIDS,1011
GENERAL GROCERIES,1011
VITAMINS & HLTH AIDS,1012
HOUSEHOLD CLEANING,1012
SCHOOL/OFFIC SUPP,1013
GENERAL HOUSEWARES,1013
TABLE TOP & KITCHEN,1013
TABLETOP,1014
GENERAL HOUSEWARES,1014
BATH,1014
SOUVENIR,1015
NAVY PRIDE HARDLINES,1015
AMERICAN GREETINGS,1015
BEVERAGES,1016
BEAUTY RETAIL,1017
MENS DRESS SHIRTS,1017
HEALTH AIDS,1017
WAREHOUSED EXPENSES,1018
GIRLS 4-6X CLOTHING,1018
GIRLS ACCESSORIES,1018
SCHOOL/OFFIC SUPP,1018
SEASONAL,1018
THIRD PARTY GIFTCARD,1018
JUNIOR TOPS,1019
MISSY TOPS,1019
SOUVENIR,1020
JUNIOR TOPS,1020
PERISHABLES,1021
BEVERAGES,1022
TOYS,1023
SEASONAL,1023
THIRD PARTY GIFTCARD,1023
BEVERAGES,1023
YOUNG MENS,1024
SCHOOL/OFFIC SUPP,1024
SMALL ELECTRICS,1025
MASS COSMETICS,1026
BEAUTY CARE,1026
PERSONAL CARE,1026
PC PERIPH/OFFICE ACC,1027
MISSY TOPS,1028
MISSY BOTTOMS,1028
