item,t_id
DAYWEAR,1415
MASS COSMETICS,1415
PRESTIGE COSMETICS,1415
SEASONAL,1415
SLEEPWEAR/LOUNGEWEAR,1416
PERSONAL CARE,1416
AUTOMOTIVE,1416
OUTDOOR LIVING,1416
UNSCANNED ITEMS,1416
MASS COSMETICS,1417
HEALTH AIDS,1417
HOUSEHOLD CLEANING,1417
PET SUPPLIES,1417
PETITE SEPARATES,1418
HOSIERY,1418
AMERICAN GREETINGS,1418
HOUSEHOLD CLEANING,1419
MASS COSMETICS,1420
BEAUTY CARE,1420
FISHING,1420
BEVERAGES,1420
CANDY,1420
WINE,1420
PERIODICALS/COMICS,1421
HOUSEHOLD CLEANING,1421
THIRD PARTY GIFTCARD,1422
HEALTH AIDS,1423
WOMENS FTWR:DRS/CAS,1424
MISSY KAREN SCOTT,1425
LIFE IS GOOD,1425
BOYS 8-20 CLOTHING,1425
COSTUME JEWELRY,1425
MASS COSMETICS,1425
BEAUTY CARE,1425
TOYS,1425
AUTOMOTIVE,1426
BEVERAGES,1427
CANDY,1427
BEVERAGES,1428
BEVERAGES,1429
CANDY,1429
GENERAL GROCERIES,1430
BEVERAGES,1430
AMERICAN GREETINGS,1431
CANDY,1431
PC HDWR & OFFICE EQP,1432
AMERICAN GREETINGS,1433
WINE,1433
CANDY,1434
WINE,1434
HANDBAGS,1435
FASHION ACCESSORIES,1435
BEVERAGES,1436
HOUSEHOLD CLEANING,1437
HEALTH AIDS,1438
PERSONAL CARE,1438
GENERAL GROCERIES,1438
BEVERAGES,1438
CANDY,1438
PERSONAL CARE,1439
HOUSEHOLD CLEANING,1439
GENERAL GROCERIES,1439
LADIES ACTIVEWEAR,1440
HOME/BATH,1440
VALUE ZONE,1440
HOUSEHOLD CLEANING,1440
HOME ORG/SOLUTIONS,1440
TABLE TOP & KITCHEN,1440
HOME ORG/SOLUTIONS,1441
GENERAL HARDWARE,1441
POWER EQUIPMENT,1441
BEDDING,1441
SPIRITS,1442
HOSIERY,1443
FASHION ACCESSORIES,1443
PRESTIGE COSMETICS,1443
HEALTH AIDS,1443
BEAUTY CARE,1443
PERSONAL CARE,1443
HOUSEHOLD CLEANING,1443
BEER,1444
TELECOMMUNICATIONS,1445
TEAM SPORTING GOODS,1445
HOUSEHOLD CLEANING,1445
BEVERAGES,1445
CANDY,1445
SPIRITS,1445
TOBACCO,1445
SEASONAL,1446
LAWN & GARDEN,1446
CANDY,1447
FOUNDATIONS,1448
DAYWEAR,1448
HOSIERY,1448
GIRLS ACCESSORIES,1448
NAVY PRIDE HARDLINES,1448
MASS COSMETICS,1448
BEAUTY CARE,1448
VITAMINS & HLTH AIDS,1448
HOME DECOR,1448
SEASONAL GIFTS,1448
HOUSEHOLD CLEANING,1448
POWER EQUIPMENT,1448
BEVERAGES,1448
CANDY,1448
SPIRITS,1448
WINE,1448
PERSONAL CARE,1449
GEN SPORTING GOODS,1449
BEVERAGES,1449
HOME/BATH,1450
BEVERAGES,1450
SPIRITS,1450
WINE,1450
SPIRITS,1451
MODERATE DENIM,1452
MENS SHOES,1452
CHILDRENS FOOTWEAR,1452
MASS COSMETICS,1452
HEALTH AIDS,1452
BEAUTY CARE,1452
PERSONAL CARE,1452
HOME DECOR,1452
GLUES/TAPES/ACC,1452
CANDY,1452
PERISHABLES,1453
CANDY,1453
BEER,1453
PERSONAL CARE,1454
HOUSEHOLD CLEANING,1454
TABLE TOP & KITCHEN,1454
HOME TEXTILES,1454
GENERAL GROCERIES,1454
BEVERAGES,1454
PERSONAL CARE,1455
AUTOMOTIVE,1456
CANDY,1456
BEAUTY CARE,1457
TABLETOP,1458
GENERAL HOUSEWARES,1459
CANDY,1459
WINE,1459
PERSONAL CARE,1460
CANDY,1460
HEALTH AIDS,1461
PERSONAL CARE,1461
SPIRITS,1461
HEALTH AIDS,1462
PERSONAL CARE,1462
HOUSEHOLD CLEANING,1462
GENERAL GROCERIES,1462
CANDY,1462
MENS SHOES,1463
NEWBORN APPAREL,1463
TODDLER GIRL APPAREL,1463
CHILDRENS FOOTWEAR,1463
PERSONAL CARE,1463
HOUSEHOLD CLEANING,1464
PET SUPPLIES,1464
TELECOMMUNICATIONS,1465
BEVERAGES,1465
PERSONAL CARE,1466
HOUSEHOLD CLEANING,1466
MASS COSMETICS,1467
BEAUTY CARE,1467
VIDEO GAMES,1467
TOBACCO,1467
MENS ACTIVEWEAR,1468
HEALTH AIDS,1468
GEN SPORTING GOODS,1468
TEAM SPORTING GOODS,1468
SPORTS NUTRITION,1468
BEAUTY CARE,1469
WAREHOUSED EXPENSES,1470
HOUSEHOLD CLEANING,1471
GENERAL GROCERIES,1471
CANDY,1471
TODDLER GIRL APPAREL,1472
TOYS,1473
AMERICAN GREETINGS,1474
DAYWEAR,1475
TOYS,1475
SEASONAL,1475
PEGABLES,1476
AMERICAN GREETINGS,1476
BEAUTY CARE,1476
HOME DECOR,1476
MENS OUTDOOR,1477
BEVERAGES,1477
CANDY,1477
SEASONAL GIFTS,1478
BEVERAGES,1478
AMERICAN GREETINGS,1479
THIRD PARTY GIFTCARD,1479
BEVERAGES,1480
SPIRITS,1480
MENS ACTIVEWEAR,1481
CHILDRENS FOOTWEAR,1481
MENS FURNISHINGS,1482
HEALTH AIDS,1482
CANDY,1482
HOUSEHOLD CLEANING,1483
GENERAL GROCERIES,1484
BEVERAGES,1484
BEAUTY CARE,1485
PERSONAL CARE,1485
HOSIERY,1486
COOKWARE,1487
GENERAL HOUSEWARES,1487
NEWBORN APPAREL,1488
INFANT APPAREL,1488
CHILDRENS FOOTWEAR,1488
BABY CARE,1488
SEASONAL,1488
MISSY KAREN SCOTT,1489
AMERICAN GREETINGS,1489
GENERAL HOUSEWARES,1489
BEAUTY CARE,1490
CANDY,1490
AS SEEN ON TV,1491
GENERAL HARDWARE,1491
BEVERAGES,1491
PERISHABLES,1491
BEVERAGES,1492
PEGABLES,1493
WOMENS FTWR:DRS/CAS,1494
COOKWARE,1495
PEGABLES,1496
PRESTIGE COSMETICS,1496
BEAUTY CARE,1496
WOMENS FTWR:DRS/CAS,1497
TOYS,1498
PRESTIGE COSMETICS,1499
STYLE & CO,1500
OPPORTUNITY BUYS,1501
TABLETOP,1501
CANDY,1501
HANDBAGS,1502
HANDBAGS,1503
UNSCANNED ITEMS,1503
BIKES,1504
LDS OUTERWEAR/OUTDR,1505
LDS OUTERWEAR/OUTDR,1506
BIKES,1507
BIKES,1508
MENS DENIM JEANS,1509
JUNIOR TOPS,1510
GIRLS 4-6X CLOTHING,1511
DAYWEAR,1512
PRESTIGE COSMETICS,1513
MENS PRESTIGE FRAG,1513
PETITE COLLECTIONS,1514
OTHER DIRECT SERVICE,1515
PEGABLES,1516
WINE,1517
BATH,1518
BOYS ACCESSORIES,1519
AMERICAN GREETINGS,1520
SEASONAL GIFTS,1520
MENS ACCESSORIES,1521
FINANCIAL SERVICES,1522
PERSONAL CARE,1523
HOUSEHOLD CLEANING,1524
SCHOOL/OFFIC SUPP,1525
MENS ACTIVEWEAR,1526
HANDBAGS,1527
WOMENS FTWR:DRS/CAS,1528
PET SUPPLIES,1529
GENERAL HARDWARE,1530
PERSONAL CARE,1531
GENERAL GROCERIES,1531
CANDY,1531
PET SUPPLIES,1532
MENS SPORT SHIRTS,1533
HEALTH AIDS,1534
BEAUTY CARE,1534
PERSONAL CARE,1534
SEASONAL,1534
HOUSEHOLD CLEANING,1534
CANDY,1534
LDS OUTERWEAR/OUTDR,1535
JUNIORS SURF,1535
LADIES ACTIVEWEAR,1535
SEASONAL,1535
PET SUPPLIES,1535
SUNGLASSES,1536
CANDY,1536
VIDEO GAMES,1537
WINE,1538
BOYS 8-20 CLOTHING,1539
MENS SHOES,1540
STATIONERY SUNDRIES,1541
MENS ACTIVEWEAR,1542
SUNGLASSES,1543
WAREHOUSED EXPENSES,1544
SUNGLASSES,1545
UNSCANNED ITEMS,1545
SMALL ELECTRICS,1546
CHILDRENS FOOTWEAR,1547
SMALL ELECTRICS,1548
HANDBAGS,1549
BIKES,1550
WAREHOUSED EXPENSES,1551
PRESTIGE COSMETICS,1552
LDS OUTERWEAR/OUTDR,1553
MENS OUTDOOR,1554
LADIES ACTIVEWEAR,1555
JUNIOR TOPS,1556
SEASONAL,1557
TABLE TOP & KITCHEN,1558
CANDY,1558
STYLE & CO,1559
TOYS,1559
WOMENS FTWR:DRS/CAS,1560
OTHER DIRECT SERVICE,1561
MENS ACTIVEWEAR,1562
MENS FURNISHINGS,1563
MENS CASUAL SLACKS,1564
WOMENS FTWR:DRS/CAS,1565
JUNIOR BOTTOMS,1566
MENS ACTIVEWEAR,1566
GIRLS 7-16 CLOTHING,1567
GIRLS ACCESSORIES,1567
BOYS 4-7 CLOTHING,1567
SPIRITS,1568
BEER,1568
TODDLER BOY APPAREL,1569
GIRLS 7-16 CLOTHING,1569
CANDY,1570
WAREHOUSED EXPENSES,1571
MISSY KAREN SCOTT,1572
PERSONAL CARE,1573
MNS TAILORED CLOTHNG,1574
MENS DRESS SHIRTS,1574
SLEEPWEAR/LOUNGEWEAR,1575
MODERATE DENIM,1576
CANDY,1577
BEVERAGES,1578
SPIRITS,1579
WINE,1579
SMALL ELECTRICS,1580
MENS OUTERWEAR,1581
MENS SPORT SHIRTS,1581
WOMENS FTWR:DRS/CAS,1582
TELECOMMUNICATIONS,1583
LDS OUTERWEAR/OUTDR,1584
LADIES ACTIVEWEAR,1585
HOSIERY,1585
BEDDING,1586
BEVERAGES,1587
LDS OUTERWEAR/OUTDR,1588
TRAD COLLECTIONS,1589
MENS PRESTIGE FRAG,1589
MENS ACTIVEWEAR,1590
HEALTH AIDS,1590
TELECOMMUNICATIONS,1591
GEN SPORTING GOODS,1591
SMALL ELECTRICS,1591
SPIRITS,1591
UNSCANNED ITEMS,1591
PET SUPPLIES,1592
BEVERAGES,1592
SPIRITS,1592
FOUNDATIONS,1593
PERSONAL CARE,1594
TOYS,1595
HOME ORG/SOLUTIONS,1596
INFANT APPAREL,1597
BEAUTY CARE,1598
PERSONAL CARE,1598
SMALL ELECTRICS,1599
MASS COSMETICS,1600
TOYS,1601
HANDBAGS,1602
CHILDRENS FOOTWEAR,1602
CHILDRENS FOOTWEAR,1603
CHILDRENS FOOTWEAR,1604
SEASONAL,1605
SEASONAL,1606
BABY CARE,1607
LADIES MODERN COLLEC,1608
PRESTIGE COSMETICS,1608
SEASONAL,1609
JUNIOR TOPS,1610
JUNIOR BOTTOMS,1610
HOSIERY,1610
BEAUTY CARE,1610
THIRD PARTY GIFTCARD,1610
HOUSEHOLD CLEANING,1610
HOUSEHOLD CLEANING,1611
CANDY,1611
PRESTIGE COSMETICS,1612
CHILDRENS FOOTWEAR,1613
TODDLER GIRL APPAREL,1614
GIRLS 4-6X CLOTHING,1614
FINANCIAL SERVICES,1615
FINANCIAL SERVICES,1616
FINANCIAL SERVICES,1617
BOYS 8-20 CLOTHING,1618
LDS OUTERWEAR/OUTDR,1619
FASHION ACCESSORIES,1619
SUNGLASSES,1620
LUGGAGE,1621
SOUVENIR,1622
AMERICAN GREETINGS,1622
HOME/BATH,1622
WOMENS FTWR:DRS/CAS,1623
SEASONAL,1624
GIFTS,1625
AMERICAN GREETINGS,1626
VITAMINS & HLTH AIDS,1626
CHILDRENS FOOTWEAR,1627
UNSCANNED ITEMS,1627
OTHER DIRECT SERVICE,1628
WOMENS ATHLTIC SHOES,1629
BOYS ACCESSORIES,1630
SCHOOL/OFFIC SUPP,1630
YOUNG MENS,1631
DAYWEAR,1632
HEALTH AIDS,1633
PRESTIGE COSMETICS,1634
TOYS,1635
BEVERAGES,1636
WOMENS ATHLTIC SHOES,1637
LADIES ACTIVEWEAR,1638
MENS OUTDOOR,1639
FINANCIAL SERVICES,1640
NETWORKING,1641
MISSY KAREN SCOTT,1642
MISSY TOPS,1642
MISSY KAREN SCOTT,1643
MENS OUTERWEAR,1643
LDS OUTERWEAR/OUTDR,1644
CANDY,1645
BEER,1645
GIRLS 7-16 CLOTHING,1646
GIRLS ACCESSORIES,1646
PEGABLES,1647
YOUNG MENS,1648
MENS ACTIVEWEAR,1648
BEVERAGES,1648
MENS FURNISHINGS,1649
FLOOR CARE,1650
CANDY,1650
FINANCIAL SERVICES,1651
TRAD COLLECTIONS,1652
CANDY,1653
BEVERAGES,1654
MENS ATHLETIC SHOES,1655
HEALTH AIDS,1656
MENS SHOES,1657
WOMENS FTWR:DRS/CAS,1658
GEN SPORTING GOODS,1659
AUTOMOTIVE,1659
FINANCIAL SERVICES,1660
LDS OUTERWEAR/OUTDR,1661
HOUSEHOLD CLEANING,1662
PET SUPPLIES,1662
BEVERAGES,1662
FINANCIAL SERVICES,1663
MENS ATHLETIC SHOES,1664
JUNIOR TOPS,1665
JUNIOR DRESSES,1665
INFANT APPAREL,1665
LDS OUTERWEAR/OUTDR,1666
MENS OUTDOOR,1666
SMALL ELECTRICS,1667
GENERAL HARDWARE,1668
MODERATE DENIM,1669
MENS FURNISHINGS,1670
SEASONAL,1671
BEVERAGES,1671
CANDY,1671
LAWN & GARDEN,1672
SMALL ELECTRICS,1673
AUDIO ELECTRONICS,1674
PERSONAL CARE,1675
LAWN & GARDEN,1676
SEASONAL,1677
LAWN & GARDEN,1677
SPIRITS,1678
WINE,1679
WINE,1680
AMERICAN GREETINGS,1681
LAWN & GARDEN,1681
STATIONERY SUNDRIES,1682
SEASONAL,1682
LAWN & GARDEN,1682
BEAUTY CARE,1683
SEASONAL,1683
AUTOMOTIVE,1683
SPIRITS,1684
LAWN & GARDEN,1685
HEALTH AIDS,1686
CANDY,1686
LAWN & GARDEN,1687
SEASONAL,1688
LAWN & GARDEN,1689
BEVERAGES,1690
SPIRITS,1690
LAWN & GARDEN,1691
SPIRITS,1691
HEALTH AIDS,1692
GLUES/TAPES/ACC,1692
SPIRITS,1693
BIKES,1694
HEALTH AIDS,1695
SMALL ELECTRICS,1695
WINE,1695
OUTDOOR LIVING,1696
SEASONAL,1697
UNSCANNED ITEMS,1697
SPIRITS,1698
SEASONAL,1699
PET SUPPLIES,1699
SPIRITS,1700
SPIRITS,1701
TOBACCO,1701
SEASONAL,1702
SEASONAL,1703
PRE-RECORDED A/V,1703
LAWN & GARDEN,1703
SEASONAL,1704
GENERAL HARDWARE,1704
BEVERAGES,1705
SPIRITS,1706
WINE,1706
BEER,1706
LAWN & GARDEN,1707
LAWN & GARDEN,1708
SEASONAL,1709
AS SEEN ON TV,1710
BEDDING,1711
HOUSEHOLD CLEANING,1712
SEASONAL,1713
SEASONAL,1714
PET SUPPLIES,1714
SEASONAL,1715
LAWN & GARDEN,1715
MISSY KAREN SCOTT,1716
SEASONAL,1717
SPIRITS,1717
WINE,1717
WOMENS FTWR:DRS/CAS,1718
BIKES,1719
SEASONAL,1720
LAWN & GARDEN,1720
SEASONAL,1721
BEER,1722
AS SEEN ON TV,1723
BEER,1724
SEASONAL,1725
SPIRITS,1726
WINE,1726
LAWN & GARDEN,1727
LAWN & GARDEN,1728
WINE,1729
OUTDOOR LIVING,1730
SPIRITS,1731
STATIONERY SUNDRIES,1732
SPIRITS,1732
STATIONERY SUNDRIES,1733
MASS COSMETICS,1734
SEASONAL,1734
CANDY,1734
TEAM SPORTING GOODS,1735
SPIRITS,1735
BEER,1735
OUTDOOR LIVING,1736
BEAUTY RETAIL,1737
BEAUTY CARE,1737
PERSONAL CARE,1737
LAWN & GARDEN,1737
TOYS,1738
TOYS,1739
CANDY,1739
SPIRITS,1740
HEALTH AIDS,1741
TOYS,1741
SEASONAL,1741
OUTDOOR LIVING,1741
GLUES/TAPES/ACC,1741
GENERAL HARDWARE,1741
AS SEEN ON TV,1742
BOOKS AND MAPS,1743
LAWN & GARDEN,1743
PET SUPPLIES,1744
SEASONAL,1745
GENERAL HARDWARE,1745
TOYS,1746
GENERAL HARDWARE,1747
LAWN & GARDEN,1748
SEASONAL,1749
LAWN & GARDEN,1750
CANDY,1750
SEASONAL,1751
BEVERAGES,1751
TRAD COLLECTIONS,1752
MASS COSMETICS,1752
PRESTIGE COSMETICS,1752
HEALTH AIDS,1752
BEAUTY CARE,1752
PERSONAL CARE,1752
SPIRITS,1753
LDS OUTERWEAR/OUTDR,1754
BEER,1754
SPIRITS,1755
SPIRITS,1756
LAWN & GARDEN,1757
GENERAL GROCERIES,1758
TOYS,1759
PET SUPPLIES,1760
UNSCANNED ITEMS,1760
SPIRITS,1761
LAWN & GARDEN,1762
LAWN & GARDEN,1763
SEASONAL,1764
GENERAL HARDWARE,1764
LAWN & GARDEN,1765
LAWN & GARDEN,1766
LAWN & GARDEN,1767
SMALL ELECTRICS,1768
GENERAL HOUSEWARES,1768
LAWN & GARDEN,1768
SPIRITS,1768
STATIONERY SUNDRIES,1769
SEASONAL,1769
TOYS,1770
SEASONAL,1770
SEASONAL,1771
HANDBAGS,1772
SUNGLASSES,1772
SUNGLASSES,1773
WATCHES,1774
WATCHES,1775
WATCHES,1776
CONSIGNMENT WATCHES,1777
WATCHES,1777
WATCHES,1778
WATCHES,1779
BEVERAGES,1780
CANDY,1780
SUNGLASSES,1781
REPAIRS,1782
WATCHES,1783
AMERICAN GREETINGS,1784
BRIDGE JEWELRY,1784
HOSIERY,1785
BRIDGE JEWELRY,1786
BRIDGE JEWELRY,1787
BRIDGE JEWELRY,1788
BRIDGE JEWELRY,1789
TRAD COLLECTIONS,1790
SCHOOL/OFFIC SUPP,1791
AMERICAN GREETINGS,1791
COSTUME JEWELRY,1791
BRIDGE JEWELRY,1792
DIAMONDS/BRIDAL,1793
DIAMONDS/BRIDAL,1794
JEWELRY CONSIGNMENT,1794
BRIDGE JEWELRY,1795
BRIDGE JEWELRY,1796
GOLD,1797
GEMSTONES,1797
BRIDGE JEWELRY,1798
BRIDGE JEWELRY,1799
DIAMONDS/BRIDAL,1800
DIAMONDS/BRIDAL,1801
BRIDGE JEWELRY,1802
BRIDGE JEWELRY,1803
DIAMONDS/BRIDAL,1803
HANDBAGS,1804
BRIDGE JEWELRY,1804
DIAMONDS/BRIDAL,1805
JEWELRY CONSIGNMENT,1805
JEWELRY CONSIGNMENT,1806
BRIDGE JEWELRY,1807
GEMSTONES,1808
GOLD,1809
BRIDGE JEWELRY,1810
GEMSTONES,1811
BRIDGE JEWELRY,1812
BRIDGE JEWELRY,1813
BRIDGE JEWELRY,1814
GOLD,1815
DIAMONDS/BRIDAL,1815
YOUNG MENS,1816
BRIDGE JEWELRY,1817
GOLD,1818
MENS FURNISHINGS,1819
MENS SHOES,1819
MENS ATHLETIC SHOES,1819
BOYS ACCESSORIES,1819
BEAUTY CARE,1819
TELEVISION,1819
AS SEEN ON TV,1819
PET SUPPLIES,1819
TELEVISION,1820
AUDIO ELECTRONICS,1821
TELEVISION,1822
CAMERAS & EQUIP,1823
SMART HOME,1824
MENS ATHLETIC SHOES,1825
CAMERAS & EQUIP,1826
FLOOR CARE,1826
BEAUTY CARE,1827
SEASONAL GIFTS,1827
HOUSEHOLD CLEANING,1827
SCHOOL/OFFIC SUPP,1828
HEALTH AIDS,1828
AUDIO ELECTRONICS,1829
FLOOR CARE,1830
SMALL ELECTRICS,1831
TELEVISION,1832
TELEVISION,1833
VIDEO ELECTRONICS,1833
DAYWEAR,1834
TABLETOP,1834
COOKWARE,1834
TABLE TOP & KITCHEN,1834
TOBACCO,1834
AUDIO ELECTRONICS,1835
PC HDWR & OFFICE EQP,1836
SCHOOL/OFFIC SUPP,1837
PAPYRUS,1838
GEN SPORTING GOODS,1838
SMALL ELECTRICS,1838
BATTERIES,1838
PC PERIPH/OFFICE ACC,1838
BEVERAGES,1838
MENS OUTDOOR,1839
PC PERIPH/OFFICE ACC,1839
iPAD,1840
WOMENS ATHLTIC SHOES,1841
MENS SHOES,1841
DIMAGE/PHONE/GPS/ACC,1841
TELEVISION,1842
PC HDWR & OFFICE EQP,1842
PC HARDWARE,1842
SHAPEWEAR,1843
DAYWEAR,1843
AMERICAN GREETINGS,1843
VIDEO ELECTRONICS,1843
CAMERAS & EQUIP,1844
TELECOMMUNICATIONS,1844
PRE-RECORDED A/V,1845
COOKWARE,1846
GENERAL HOUSEWARES,1846
TELEVISION,1847
TELEVISION,1848
TELEVISION,1849
PRE-RECORDED A/V,1850
BARBER SERVICES,1851
BARBER SERVICES,1852
BARBER SERVICES,1853
BARBER SERVICES,1854
BARBER SERVICES,1855
BARBER SERVICES,1856
BARBER SERVICES,1857
BARBER SERVICES,1858
BARBER SERVICES,1859
BARBER SERVICES,1860
BARBER SERVICES,1861
BARBER SERVICES,1862
BARBER SERVICES,1863
BARBER SERVICES,1864
BARBER SERVICES,1865
BARBER SERVICES,1866
BARBER SERVICES,1867
BARBER SERVICES,1868
BARBER SERVICES,1869
BARBER SERVICES,1870
BARBER SERVICES,1871
BARBER SERVICES,1872
BARBER SERVICES,1873
BARBER SERVICES,1874
BARBER SERVICES,1875
BARBER SERVICES,1876
BARBER SERVICES,1877
BARBER SERVICES,1878
BARBER SERVICES,1879
BARBER SERVICES,1880
BARBER SERVICES,1881
BARBER SERVICES,1882
BARBER RETAIL,1883
BARBER SERVICES,1883
BARBER SERVICES,1884
BARBER SERVICES,1885
BARBER SERVICES,1886
BARBER SERVICES,1887
BARBER SERVICES,1888
BARBER SERVICES,1889
BARBER SERVICES,1890
BARBER SERVICES,1891
BARBER SERVICES,1892
BARBER SERVICES,1893
BARBER SERVICES,1894
BARBER SERVICES,1895
BARBER SERVICES,1896
BARBER SERVICES,1897
BARBER SERVICES,1898
BARBER SERVICES,1899
BARBER SERVICES,1900
BARBER SERVICES,1901
BARBER SERVICES,1902
BARBER SERVICES,1903
BARBER SERVICES,1904
BARBER SERVICES,1905
BARBER SERVICES,1906
BARBER SERVICES,1907
BARBER SERVICES,1908
BARBER SERVICES,1909
BEVERAGES,1910
BARBER SERVICES,1911
BARBER SERVICES,1912
BARBER SERVICES,1913
BARBER SERVICES,1914
BARBER SERVICES,1915
BARBER SERVICES,1916
BARBER SERVICES,1917
BARBER SERVICES,1918
BARBER SERVICES,1919
BARBER SERVICES,1920
BARBER SERVICES,1921
BARBER SERVICES,1922
BARBER SERVICES,1923
BARBER SERVICES,1924
BARBER SERVICES,1925
BARBER SERVICES,1926
BARBER SERVICES,1927
BARBER SERVICES,1928
BARBER SERVICES,1929
BARBER SERVICES,1930
BARBER SERVICES,1931
BARBER SERVICES,1932
BARBER SERVICES,1933
BARBER SERVICES,1934
BARBER SERVICES,1935
BARBER SERVICES,1936
BARBER SERVICES,1937
BARBER SERVICES,1938
BARBER SERVICES,1939
BARBER SERVICES,1940
BARBER SERVICES,1941
BARBER SERVICES,1942
BARBER SERVICES,1943
BARBER SERVICES,1944
BARBER SERVICES,1945
BARBER SERVICES,1946
BARBER SERVICES,1947
BARBER SERVICES,1948
BARBER SERVICES,1949
BARBER SERVICES,1950
BARBER SERVICES,1951
BARBER SERVICES,1952
BARBER RETAIL,1953
BARBER SERVICES,1954
BARBER SERVICES,1955
BARBER SERVICES,1956
BARBER SERVICES,1957
BARBER SERVICES,1958
BARBER SERVICES,1959
BARBER SERVICES,1960
BARBER SERVICES,1961
BARBER SERVICES,1962
BARBER SERVICES,1963
BARBER SERVICES,1964
BEVERAGES,1965
FLORAL RETAIL,1966
FLORAL RETAIL,1967
SOUVENIR,1968
NAVY PRIDE HARDLINES,1968
BEVERAGES,1969
CANDY,1969
OTHER DIRECT SERVICE,1970
FLORAL SERV/SUPPLIES,1971
GENERAL GROCERIES,1972
BEVERAGES,1972
BEVERAGES,1973
FLORAL RETAIL,1974
AMERICAN GREETINGS,1975
PRESTIGE COSMETICS,1976
LAWN & GARDEN,1976
GENERAL GROCERIES,1977
FLORAL SERV/SUPPLIES,1978
FLORAL SERV/SUPPLIES,1979
SOUVENIR,1980
FLORAL SERV/SUPPLIES,1981
AMERICAN GREETINGS,1981
WINE,1981
FLORAL SERV/SUPPLIES,1982
GENERAL HARDWARE,1982
BEVERAGES,1983
FLORAL SERV/SUPPLIES,1984
AMERICAN GREETINGS,1984
BOYS ACCESSORIES,1985
FLOOR CARE,1985
MENS ATHLETIC SHOES,1986
SCHOOL/OFFIC SUPP,1987
SEASONAL GIFTS,1988
GENERAL HOUSEWARES,1989
SMALL ELECTRICS,1990
BEVERAGES,1990
CANDY,1990
DIMAGE/PHONE/GPS/ACC,1991
SCHOOL/OFFIC SUPP,1992
AUDIO ELECTRONICS,1993
CAMERAS & EQUIP,1994
TELEVISION,1995
HOME DECOR,1996
VIDEO GAMES,1997
CAMERAS & EQUIP,1998
PC PERIPH/OFFICE ACC,1999
GIRLS ACCESSORIES,2000
NEWBORN APPAREL,2001
PC HDWR & OFFICE EQP,2002
PC HARDWARE,2002
TELEVISION,2003
AUDIO ELECTRONICS,2003
HEALTH AIDS,2004
PERSONAL CARE,2004
SMALL ELECTRICS,2004
HOUSEHOLD CLEANING,2004
BATH,2004
HOME DECOR,2005
SCHOOL/OFFIC SUPP,2006
VIDEO GAMES,2006
VIDEO GAMES,2007
HOUSEHOLD CLEANING,2008
NETWORKING,2008
SMART HOME,2009
HOME ORG/SOLUTIONS,2010
MISSY TOPS,2011
MENS MODERN COLLECT,2011
MENS ACTIVEWEAR,2011
GENERAL HOUSEWARES,2011
iPAD,2011
GENERAL HOUSEWARES,2012
PERSONAL CARE,2013
TELEVISION,2014
AUDIO ELECTRONICS,2015
SMART HOME,2016
CHILDRENS FOOTWEAR,2017
HOME DECOR,2018
SEASONAL GIFTS,2018
NETWORKING,2019
SCHOOL/OFFIC SUPP,2020
SCHOOL/OFFIC SUPP,2021
HOME ORG/SOLUTIONS,2021
THIRD PARTY GIFTCARD,2022
VIDEO GAMES,2022
SCHOOL/OFFIC SUPP,2023
TABLE TOP & KITCHEN,2023
PC HARDWARE,2024
AUDIO ELECTRONICS,2025
JUVENILLE FURNITURE,2026
SCHOOL/OFFIC SUPP,2027
PC HDWR & OFFICE EQP,2028
TABLETOP,2029
HOUSEHOLD CLEANING,2029
SPIRITS,2029
TELEVISION,2030
SCHOOL/OFFIC SUPP,2031
HEALTH AIDS,2031
HOUSEHOLD CLEANING,2031
PC HDWR & OFFICE EQP,2032
COMPUTER SOFTWARE,2032
VIDEO GAMES,2033
MENS SHOES,2034
TODDLER GIRL APPAREL,2034
TODDLER BOY APPAREL,2034
BOYS 4-7 CLOTHING,2034
BOYS ACCESSORIES,2034
CHILDRENS FOOTWEAR,2034
AUDIO ELECTRONICS,2034
NETWORKING,2034
FOUNDATIONS,2035
DAYWEAR,2035
MENS SHOES,2035
PC PERIPH/OFFICE ACC,2035
VIDEO ELECTRONICS,2036
PRE-RECORDED A/V,2036
PC HDWR & OFFICE EQP,2037
GENERAL HOUSEWARES,2038
HEALTH AIDS,2039
BABY CARE,2039
GENERAL HOUSEWARES,2039
CANDY,2039
TELEVISION,2040
TELEVISION,2041
AUDIO ELECTRONICS,2042
TELEVISION,2043
SMART HOME,2043
AUDIO ELECTRONICS,2044
TELECOMMUNICATIONS,2045
MENS DRESS SHIRTS,2046
TELECOMMUNICATIONS,2046
WEARABLES,2046
BEAUTY CARE,2047
AUDIO ELECTRONICS,2047
TELECOMMUNICATIONS,2048
NETWORKING,2049
PC PERIPH/OFFICE ACC,2050
LADIES DRESSES,2051
MENS DENIM JEANS,2051
MENS SHOES,2051
TOYS,2051
SMALL ELECTRICS,2052
PEGABLES,2053
BABY CARE,2053
NETWORKING,2054
GENERAL HOUSEWARES,2055
BATH,2055
PC HARDWARE,2056
CAMERAS & EQUIP,2057
TELEVISION,2057
AUDIO ELECTRONICS,2057
PC HARDWARE,2057
VIDEO GAMES,2057
SLEEPWEAR/LOUNGEWEAR,2058
GENERAL HOUSEWARES,2058
AS SEEN ON TV,2058
PC PERIPH/OFFICE ACC,2058
BATH,2058
BEDDING,2058
